evaluations,generation,baseline_random,baseline_best,gen_rand,gen_seq
4450,88,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
4500,89,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
4550,90,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
4600,91,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
4650,92,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
4700,93,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
4750,94,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
4800,95,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
4850,96,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
4900,97,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
4950,98,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
5000,99,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9451922447128768
5050,100,0.8407184487040545,0.8606333811913258,0.9189574657755896,0.9468537839234624
